Year CollectionDate Gene Subtype Syn Distance DivPerSite
2011 2010.973 1-PB2 H3N2 S 26 0.0456352565256609
2011 2010.975 1-PB2 H3N2 S 20 0.0351040434812776
2011 2011.033 1-PB2 H3N2 S 26 0.0456352565256609
2011 2010.805 1-PB2 H3N2 S 24 0.0421248521775331
2011 2011.055 1-PB2 H3N2 S 18 0.0315936391331498
2011 2010.877 1-PB2 H3N2 S 20 0.0351040434812776
2011 2010.844 1-PB2 H3N2 S 25 0.043880054351597
2011 2010.841 1-PB2 H3N2 S 25 0.043880054351597
2011 2011.49 1-PB2 H3N2 S 18 0.0315936391331498
2011 2010.693 1-PB2 H3N2 S 25 0.043880054351597
2011 2010.858 1-PB2 H3N2 S 25 0.043880054351597
2011 2010.819 1-PB2 H3N2 S 20 0.0351040434812776
2011 2011 1-PB2 H3N2 S 19 0.0333488413072137
2011 2011.033 1-PB2 H3N2 S 17 0.029838436959086
2011 2011.142 1-PB2 H3N2 S 17 0.029838436959086
2012 2011.715 1-PB2 H3N2 S 27 0.0473904586997248
2012 2011.699 1-PB2 H3N2 S 23 0.0403696500034692
2012 2011.638 1-PB2 H3N2 S 27 0.0473904586997248
2012 2011.627 1-PB2 H3N2 S 27 0.0473904586997248
2012 2012.033 1-PB2 H3N2 S 19 0.0333488413072137
2012 2012.448 1-PB2 H3N2 S 35 0.0614320760922358
2012 2012.194 1-PB2 H3N2 S 26 0.0456352565256609
2012 2011.583 1-PB2 H3N2 S 28 0.0491456608737886
2012 2011.967 1-PB2 H3N2 S 28 0.0491456608737886
2012 2012.164 1-PB2 H3N2 S 31 0.0544112673959803
2012 2011.792 1-PB2 H3N2 S 30 0.0526560652219164
2012 2012.276 1-PB2 H3N2 S 28 0.0491456608737886
2012 2011.619 1-PB2 H3N2 S 16 0.0280832347850221
2012 2012.423 1-PB2 H3N2 S 32 0.0561664695700442
2012 2011.682 1-PB2 H3N2 S 28 0.0491456608737886
2012 2011.877 1-PB2 H3N2 S 28 0.0491456608737886
2012 2011.871 1-PB2 H3N2 S 27 0.0473904586997248
2012 2011.91 1-PB2 H3N2 S 18 0.0315936391331498
2012 2012.208 1-PB2 H3N2 S 32 0.0561664695700442
2012 2012.066 1-PB2 H3N2 S 30 0.0526560652219164
2012 2011.63 1-PB2 H3N2 S 32 0.0561664695700442
2012 2011.874 1-PB2 H3N2 S 31 0.0544112673959803
2012 2011.679 1-PB2 H3N2 S 29 0.0509008630478525
2012 2011.718 1-PB2 H3N2 S 31 0.0544112673959803
2012 2011.847 1-PB2 H3N2 S 17 0.029838436959086
2012 2011.641 1-PB2 H3N2 S 30 0.0526560652219164
2012 2011.509 1-PB2 H3N2 S 24 0.0421248521775331
2012 2011.509 1-PB2 H3N2 S 24 0.0421248521775331
2012 2011.523 1-PB2 H3N2 S 21 0.0368592456553415
2012 2012.011 1-PB2 H3N2 S 34 0.0596768739181719
2012 2012.022 1-PB2 H3N2 S 16 0.0280832347850221
2012 2012.352 1-PB2 H3N2 S 38 0.0666976826144274
2012 2011.701 1-PB2 H3N2 S 31 0.0544112673959803
2012 2012.093 1-PB2 H3N2 S 33 0.057921671744108
2012 2012.412 1-PB2 H3N2 S 30 0.0526560652219164
2012 2011.701 1-PB2 H3N2 S 29 0.0509008630478525
2012 2012.377 1-PB2 H3N2 S 30 0.0526560652219164
2012 2012.287 1-PB2 H3N2 S 29 0.0509008630478525
2012 2011.762 1-PB2 H3N2 S 29 0.0509008630478525
2012 2012 1-PB2 H3N2 S 17 0.029838436959086
2012 2012.178 1-PB2 H3N2 S 29 0.0509008630478525
2012 2011.811 1-PB2 H3N2 S 31 0.0544112673959803
2012 2011.783 1-PB2 H3N2 S 24 0.0421248521775331
2012 2012 1-PB2 H3N2 S 19 0.0333488413072137
2012 2012.123 1-PB2 H3N2 S 27 0.0473904586997248
2012 2011.814 1-PB2 H3N2 S 21 0.0368592456553415
2012 2012.049 1-PB2 H3N2 S 27 0.0473904586997248
2012 2011.699 1-PB2 H3N2 S 31 0.0544112673959803
2013 2013.052 1-PB2 H3N2 S 39 0.0684528847884913
2013 2013 1-PB2 H3N2 S 39 0.0684528847884913
2013 2012.833 1-PB2 H3N2 S 34 0.0596768739181719
2013 2012.828 1-PB2 H3N2 S 34 0.0596768739181719
2013 2012.967 1-PB2 H3N2 S 29 0.0509008630478525
2013 2012.768 1-PB2 H3N2 S 35 0.0614320760922358
2013 2012.795 1-PB2 H3N2 S 33 0.057921671744108
2013 2013.044 1-PB2 H3N2 S 33 0.057921671744108
2013 2013.022 1-PB2 H3N2 S 34 0.0596768739181719
2013 2013.063 1-PB2 H3N2 S 34 0.0596768739181719
2013 2013.197 1-PB2 H3N2 S 30 0.0526560652219164
2013 2012.932 1-PB2 H3N2 S 33 0.057921671744108
2013 2012.59 1-PB2 H3N2 S 24 0.0421248521775331
2013 2013 1-PB2 H3N2 S 32 0.0561664695700442
2013 2012.913 1-PB2 H3N2 S 31 0.0544112673959803
2013 2012.918 1-PB2 H3N2 S 30 0.0526560652219164
2013 2012.718 1-PB2 H3N2 S 35 0.0614320760922358
2013 2012.913 1-PB2 H3N2 S 32 0.0561664695700442
2013 2013.455 1-PB2 H3N2 S 31 0.0544112673959803
2013 2012.954 1-PB2 H3N2 S 32 0.0561664695700442
2013 2013.041 1-PB2 H3N2 S 33 0.057921671744108
2013 2013.016 1-PB2 H3N2 S 28 0.0491456608737886
2013 2012.844 1-PB2 H3N2 S 31 0.0544112673959803
2013 2012.699 1-PB2 H3N2 S 30 0.0526560652219164
2013 2013.137 1-PB2 H3N2 S 36 0.0631872782662997
2013 2012.981 1-PB2 H3N2 S 32 0.0561664695700442
2013 2013.038 1-PB2 H3N2 S 33 0.057921671744108
2013 2013.036 1-PB2 H3N2 S 35 0.0614320760922358
2013 2013.079 1-PB2 H3N2 S 34 0.0596768739181719
2013 2012.885 1-PB2 H3N2 S 34 0.0596768739181719
2013 2013.058 1-PB2 H3N2 S 32 0.0561664695700442
2013 2013.074 1-PB2 H3N2 S 34 0.0596768739181719
2013 2013.058 1-PB2 H3N2 S 35 0.0614320760922358
2013 2012.754 1-PB2 H3N2 S 35 0.0614320760922358
2013 2012.902 1-PB2 H3N2 S 30 0.0526560652219164
2013 2013.003 1-PB2 H3N2 S 31 0.0544112673959803
2013 2013 1-PB2 H3N2 S 33 0.057921671744108
2013 2012.997 1-PB2 H3N2 S 36 0.0631872782662997
2013 2013.033 1-PB2 H3N2 S 32 0.0561664695700442
2013 2012.932 1-PB2 H3N2 S 33 0.057921671744108
2013 2013.022 1-PB2 H3N2 S 34 0.0596768739181719
2013 2012.989 1-PB2 H3N2 S 35 0.0614320760922358
2013 2012.907 1-PB2 H3N2 S 35 0.0614320760922358
2013 2013.005 1-PB2 H3N2 S 33 0.057921671744108
2013 2013.027 1-PB2 H3N2 S 33 0.057921671744108
2014 2014.285 1-PB2 H3N2 S 35 0.0614320760922358
2014 2014.499 1-PB2 H3N2 S 28 0.0491456608737886
2014 2014.014 1-PB2 H3N2 S 26 0.0456352565256609
2014 2014.37 1-PB2 H3N2 S 35 0.0614320760922358
2014 2013.866 1-PB2 H3N2 S 28 0.0491456608737886
2014 2014.438 1-PB2 H3N2 S 38 0.0666976826144274
2014 2014 1-PB2 H3N2 S 35 0.0614320760922358
2014 2013.751 1-PB2 H3N2 S 35 0.0614320760922358
2014 2013.515 1-PB2 H3N2 S 34 0.0596768739181719
2014 2014.058 1-PB2 H3N2 S 38 0.0666976826144274
2014 2013.507 1-PB2 H3N2 S 29 0.0509008630478525
2014 2014.326 1-PB2 H3N2 S 38 0.0666976826144274
2014 2013.97 1-PB2 H3N2 S 38 0.0666976826144274
2014 2014.348 1-PB2 H3N2 S 39 0.0684528847884913
2014 2014.178 1-PB2 H3N2 S 34 0.0596768739181719
2014 2014.11 1-PB2 H3N2 S 28 0.0491456608737886
2014 2014.186 1-PB2 H3N2 S 34 0.0596768739181719
2014 2014.148 1-PB2 H3N2 S 33 0.057921671744108
2014 2013.619 1-PB2 H3N2 S 36 0.0631872782662997
2014 2014.129 1-PB2 H3N2 S 34 0.0596768739181719
2014 2014.326 1-PB2 H3N2 S 29 0.0509008630478525
2014 2014.49 1-PB2 H3N2 S 40 0.0702080869625552
2014 2014.285 1-PB2 H3N2 S 37 0.0649424804403635
2014 2014 1-PB2 H3N2 S 27 0.0473904586997248
2014 2013.964 1-PB2 H3N2 S 37 0.0649424804403635
2014 2014.203 1-PB2 H3N2 S 37 0.0649424804403635
2014 2014.099 1-PB2 H3N2 S 27 0.0473904586997248
2014 2013.52 1-PB2 H3N2 S 33 0.057921671744108
2014 2014.162 1-PB2 H3N2 S 40 0.0702080869625552
2014 2013.945 1-PB2 H3N2 S 38 0.0666976826144274
2014 2013.562 1-PB2 H3N2 S 32 0.0561664695700442
2014 2014.085 1-PB2 H3N2 S 26 0.0456352565256609
2014 2013.507 1-PB2 H3N2 S 35 0.0614320760922358
2014 2013.515 1-PB2 H3N2 S 26 0.0456352565256609
2014 2013.904 1-PB2 H3N2 S 24 0.0421248521775331
2014 2014.32 1-PB2 H3N2 S 36 0.0631872782662997
2014 2013.871 1-PB2 H3N2 S 38 0.0666976826144274
2014 2014.329 1-PB2 H3N2 S 37 0.0649424804403635
2014 2013.704 1-PB2 H3N2 S 35 0.0614320760922358
2014 2014.082 1-PB2 H3N2 S 30 0.0526560652219164
2014 2014 1-PB2 H3N2 S 37 0.0649424804403635
2014 2013.518 1-PB2 H3N2 S 36 0.0631872782662997
2014 2014.222 1-PB2 H3N2 S 35 0.0614320760922358
2014 2013.948 1-PB2 H3N2 S 38 0.0666976826144274
2014 2013.811 1-PB2 H3N2 S 27 0.0473904586997248
2014 2013.948 1-PB2 H3N2 S 38 0.0666976826144274
2014 2014.099 1-PB2 H3N2 S 37 0.0649424804403635
2014 2014.153 1-PB2 H3N2 S 39 0.0684528847884913
2014 2013.504 1-PB2 H3N2 S 48 0.0842497043550662
2014 2014.085 1-PB2 H3N2 S 39 0.0684528847884913
2015 2014.97 1-PB2 H3N2 S 39 0.0684528847884913
2015 2014.518 1-PB2 H3N2 S 37 0.0649424804403635
2015 2014.942 1-PB2 H3N2 S 37 0.0649424804403635
2015 2015.09 1-PB2 H3N2 S 40 0.0702080869625552
2015 2014.923 1-PB2 H3N2 S 33 0.057921671744108
2015 2015.058 1-PB2 H3N2 S 41 0.0719632891366191
2015 2014.789 1-PB2 H3N2 S 37 0.0649424804403635
2015 2015.427 1-PB2 H3N2 S 41 0.0719632891366191
2015 2014.94 1-PB2 H3N2 S 40 0.0702080869625552
2015 2014.953 1-PB2 H3N2 S 38 0.0666976826144274
2015 2015.09 1-PB2 H3N2 S 40 0.0702080869625552
2015 2015.074 1-PB2 H3N2 S 41 0.0719632891366191
2015 2015.038 1-PB2 H3N2 S 42 0.0737184913106829
2015 2015.452 1-PB2 H3N2 S 38 0.0666976826144274
2015 2015.003 1-PB2 H3N2 S 39 0.0684528847884913
2015 2014.978 1-PB2 H3N2 S 40 0.0702080869625552
2015 2015.403 1-PB2 H3N2 S 40 0.0702080869625552
2015 2014.975 1-PB2 H3N2 S 18 0.0315936391331498
2015 2014.973 1-PB2 H3N2 S 32 0.0561664695700442
2015 2015.482 1-PB2 H3N2 S 42 0.0737184913106829
2015 2015.093 1-PB2 H3N2 S 44 0.0772288956588107
2015 2014.973 1-PB2 H3N2 S 37 0.0649424804403635
2015 2015.022 1-PB2 H3N2 S 38 0.0666976826144274
2015 2014.866 1-PB2 H3N2 S 37 0.0649424804403635
2015 2014.962 1-PB2 H3N2 S 39 0.0684528847884913
2015 2015.342 1-PB2 H3N2 S 40 0.0702080869625552
2015 2015.033 1-PB2 H3N2 S 39 0.0684528847884913
2015 2014.929 1-PB2 H3N2 S 37 0.0649424804403635
2015 2014.811 1-PB2 H3N2 S 37 0.0649424804403635
2015 2015.011 1-PB2 H3N2 S 27 0.0473904586997248
2015 2015.063 1-PB2 H3N2 S 44 0.0772288956588107
2015 2014.649 1-PB2 H3N2 S 38 0.0666976826144274
2015 2015.444 1-PB2 H3N2 S 38 0.0666976826144274
2015 2014.592 1-PB2 H3N2 S 39 0.0684528847884913
2015 2014.926 1-PB2 H3N2 S 40 0.0702080869625552
2015 2015.394 1-PB2 H3N2 S 43 0.0754736934847468
2015 2014.803 1-PB2 H3N2 S 39 0.0684528847884913
2015 2015.068 1-PB2 H3N2 S 39 0.0684528847884913
2015 2014.852 1-PB2 H3N2 S 37 0.0649424804403635
2015 2014.923 1-PB2 H3N2 S 32 0.0561664695700442
2015 2014.748 1-PB2 H3N2 S 39 0.0684528847884913
2015 2014.896 1-PB2 H3N2 S 42 0.0737184913106829
2015 2015.052 1-PB2 H3N2 S 39 0.0684528847884913
2015 2015.375 1-PB2 H3N2 S 41 0.0719632891366191
2015 2014.808 1-PB2 H3N2 S 40 0.0702080869625552
2015 2014.885 1-PB2 H3N2 S 42 0.0737184913106829
